type	gene_id
ileum-specific	KIFC3
ileum-specific	MCUR1
ileum-specific	MX1
ileum-specific	NAALADL1
ileum-specific	PARP3
ileum-specific	PDLIM2
ileum-specific	PLA2G4A
ileum-specific	PLK1S1
ileum-specific	POR
ileum-specific	PPP4R1
ileum-specific	RIPK4
ileum-specific	SCAMP5
ileum-specific	SECTM1
ileum-specific	SEMA3G
ileum-specific	SLC13A2
ileum-specific	SLC25A22
ileum-specific	SMPD3
ileum-specific	SST
ileum-specific	STAP1
ileum-specific	TFF1
ileum-specific	TNC
ileum-specific	TRMT61B
ileum-specific	UBD
ileum-specific	UVRAG
ileum-specific	XPC
ileum-specific	ZCWPW1
ileum-specific	ZNF862
ileum-specific	RHOD
ileum-specific	STRADA
