type	gene_id
Paneth-like	SEPW1
Paneth-like	CIB1
Paneth-like	C4orf48
Paneth-like	CFL1
Paneth-like	PRR15L
Paneth-like	FABP5
Paneth-like	S100A14
Paneth-like	CYSTM1
Paneth-like	S100A16
Paneth-like	DNASE2
Paneth-like	C10orf99
Paneth-like	EIF1
Paneth-like	OSTF1
Paneth-like	VAMP8
Paneth-like	FTH1
Paneth-like	NAE1
Paneth-like	CLDN4
Paneth-like	LGALS9C
Paneth-like	VIPR1
Paneth-like	ETHE1
Paneth-like	TMEM59
Enteriendocrine	PCSK1N
Enteriendocrine	SCGN
Enteriendocrine	CPE
Enteriendocrine	CRYBA2
Enteriendocrine	MS4A8
Enteriendocrine	FEV
Enteriendocrine	TUBA1A
Enteriendocrine	INSM1
Enteriendocrine	SCG5
Enteriendocrine	SCG2
Enteriendocrine	PAM
Enteriendocrine	CHGA
Enteriendocrine	CACNA1A
Enteriendocrine	CHGB
Enteriendocrine	TTR
Enteriendocrine	MDK
Enteriendocrine	UCP2
Enteriendocrine	NEUROD1
Enteriendocrine	QPCT
Enteriendocrine	MARCKSL1
Enteriendocrine	RAB3B
Enteriendocrine	PYY
Enteriendocrine	H3F3B
Enteriendocrine	PTMS
Enteriendocrine	DDX5
Enteriendocrine	CEP126
Enteriendocrine	VAMP2
Enteriendocrine	NISCH
Enteriendocrine	KCTD12
Enteriendocrine	C9orf16
Enteriendocrine	INSL5
Enteriendocrine	PCSK1
Enteriendocrine	TUSC3
Enteriendocrine	NKX2-2
Enteriendocrine	SELK
Enteriendocrine	JUND
Enteriendocrine	HMGN2
Enteriendocrine	NGFRAP1
Enteriendocrine	ETV1
Enteriendocrine	TIMP1
Enteriendocrine	C12orf75
Enteriendocrine	BTG2
Enteriendocrine	KIF5C
Enteriendocrine	PFN2
Enteriendocrine	MIR7-3HG
Enteriendocrine	GNG2
Enteriendocrine	GCG
Enteriendocrine	UCN3
Enteriendocrine	EGR1
Enteriendocrine	GTF2I
Enteriendocrine	EID1
Enteriendocrine	JUNB
Enteriendocrine	GCLC
Enteriendocrine	SSR4
