type	gene_id
Cycling_TA	LINC00669
Cycling_TA	SERPINA6
Cycling_TA	CCDC34
Cycling_TA	RNASEH2A
Cycling_TA	LMNB1
Cycling_TA	DHFR
Cycling_TA	TUBB
Cycling_TA	MCM5
Cycling_TA	CTB-175P5.4
Cycling_TA	PPP1R1B
Cycling_TA	URAD
Cycling_TA	HMGCS2
Cycling_TA	NUDT1
Cycling_TA	PLA2G2A
Cycling_TA	MIS18A
Cycling_TA	LEFTY1
Cycling_TA	IDH2
Cycling_TA	RP11-519G16.5
Cycling_TA	SHMT1
Cycling_TA	CLDN15
Cycling_TA	RFC2
Cycling_TA	C19orf48
Cycling_TA	GMNN
Cycling_TA	CKS1B
Cycling_TA	GCHFR
Cycling_TA	CTD-2090I13.1
Cycling_TA	KCNJ3
Cycling_TA	THOC3
Cycling_TA	TRAP1
Cycling_TA	NASP
Cycling_TA	AC009501.4
Cycling_TA	PCNA
Cycling_TA	UGT2B17
E.Absorptive	PHGR1
E.Absorptive	KRT8
E.Absorptive	LGALS4
E.Absorptive	REN
E.Absorptive	SULT1E1
E.Absorptive	C4BPA
E.Absorptive	FABP1
E.Absorptive	OTOP3
E.Absorptive	CEACAM3
E.Absorptive	KIAA1239
E.Absorptive	MYOM1
E.Absorptive	MSLN
E.Absorptive	FXYD3
E.Absorptive	OTOP2
E.Absorptive	MYPN
E.Absorptive	CA4
E.Absorptive	BEST4
E.Absorptive	CTSE
E.Absorptive	EPCAM
E.Absorptive	SDCBP2
E.Absorptive	KRT18
E.Absorptive	S100A6
E.Absorptive	CLDN3
E.Absorptive	LGALS3
E.Absorptive	CLDN7
E.Absorptive	CPA2
E.Absorptive	CELA3A
E.Absorptive	RP11-416N2.3
E.Absorptive	CA7
E.Absorptive	RP11-116O18.1
E.Absorptive	LYPD8
E.Absorptive	CELA3B
E.Absorptive	RP11-10N16.2
E.Absorptive	CLDN4
E.Absorptive	TSPAN1
E.Absorptive	RP11-227H15.4
E.Absorptive	ADCY5
E.Absorptive	RP11-1220K2.2
E.Absorptive	C15orf48
E.Absorptive	KRT20
E.Absorptive	C12orf36
E.Absorptive	CEACAM6
E.Absorptive	AQP7
E.Absorptive	KPNA7
E.Absorptive	PIGR
E.Absorptive	LINC00520
E.Absorptive	GPR37L1
E.Absorptive	CEACAM5
E.Absorptive	GUCA2A
E.Absorptive	PTPRR
E.Absorptive	ELF3
E.Absorptive	SLC15A1
E.Absorptive	GLRA4
E.Absorptive	LINC00955
E.Absorptive	MEIS1
E.Absorptive	PRSS3
E.Absorptive	SAA2
E.Absorptive	LINC00704
E.Absorptive	RAB6B
E.Absorptive	GUCA2B
E.Absorptive	CDA
E.Absorptive	RP1-35C21.1
E.Absorptive	ASPRV1
E.Absorptive	S100A10
E.Absorptive	APOBEC1
E.Absorptive	TMEM54
E.Absorptive	EMP1
E.Absorptive	KNG1
E.Absorptive	SMIM22
E.Absorptive	CDHR2
E.Absorptive	CIDEC
E.Absorptive	AQP12A
E.Absorptive	SPIB
E.Absorptive	CA2
E.Absorptive	C19orf33
E.Absorptive	SERPINB5
E.Absorptive	SSUH2
E.Absorptive	RP11-1399P15.1
E.Absorptive	LINGO1
E.Absorptive	C11orf86
E.Absorptive	RP11-798K3.2
E.Absorptive	SECTM1
E.Absorptive	SLC14A2
E.Absorptive	CLCA4
E.Absorptive	CYSTM1
E.Absorptive	ITM2C
E.Absorptive	GPR110
E.Absorptive	TM4SF20
E.Absorptive	CEACAM1
E.Absorptive	IFI27
E.Absorptive	MUC13
E.Absorptive	GPR115
E.Absorptive	ABCG2
E.Absorptive	RP11-771K4.1
E.Absorptive	SRI
E.Absorptive	SLC5A11
E.Absorptive	CEACAM7
E.Absorptive	MEP1A
E.Absorptive	TRIM31
E.Absorptive	ALDOB
E.Absorptive	HSD17B2
E.Absorptive	NLN
E.Absorptive	MISP
E.Absorptive	AOC1
E.Absorptive	C10orf99
E.Absorptive	CLDN23
E.Absorptive	CDHR5
E.Absorptive	PLAC8
E.Absorptive	GPA33
E.Absorptive	MYO15B
E.Absorptive	MGAM
E.Absorptive	MALL
E.Absorptive	HPGD
E.Absorptive	SERINC2
E.Absorptive	TMIGD1
E.Absorptive	AC069277.2
E.Absorptive	GPRC5A
E.Absorptive	HRCT1
E.Absorptive	SULT1A2
E.Absorptive	PRAP1
E.Absorptive	DMBT1
E.Absorptive	SLC6A8
E.Absorptive	DHRS9
E.Absorptive	PPP1R14D
E.Absorptive	RP11-48O20.4
E.Absorptive	HIST1H1C
E.Absorptive	TMEM45B
E.Absorptive	TSPAN8
E.Absorptive	APOBEC3B
E.Absorptive	MS4A12
E.Absorptive	TP53INP2
E.Absorptive	FAM3D
E.Absorptive	KRT19
E.Absorptive	TMEM171
E.Absorptive	STAP2
E.Absorptive	TST
E.Absorptive	PRR15L
E.Absorptive	TMEM37
E.Absorptive	AMN
E.Absorptive	SPINT1
E.Absorptive	TMPRSS2
E.Absorptive	LAMB3
E.Absorptive	GCNT3
E.Absorptive	SLC22A18
E.Absorptive	LINC00035
E.Absorptive	LINC00483
E.Absorptive	ANPEP
E.Absorptive	PKIB
E.Absorptive	SLC51B
E.Absorptive	AQP8
E.Absorptive	CHP2
E.Absorptive	RHOF
E.Absorptive	CTD-2228K2.5
E.Absorptive	MYH14
E.Absorptive	AGPAT2
E.Absorptive	EFNA1
E.Absorptive	CCL15
E.Absorptive	C2orf88
E.Absorptive	C8G
E.Absorptive	MDK
E.Absorptive	SLC26A3
E.Absorptive	CCNYL1
E.Absorptive	RHOV
E.Absorptive	MT1H
E.Absorptive_All	PHGR1
E.Absorptive_All	LGALS4
E.Absorptive_All	RP11-116O18.1
E.Absorptive_All	RP11-567C2.1
E.Absorptive_All	DAO
E.Absorptive_All	FABP1
E.Absorptive_All	KRT8
E.Absorptive_All	C15orf48
E.Absorptive_All	MEP1B
E.Absorptive_All	PIGR
E.Absorptive_All	RP11-227H15.4
E.Absorptive_All	FXYD3
E.Absorptive_All	OTOP3
E.Absorptive_All	RP11-209E8.1
E.Absorptive_All	CELA3A
E.Absorptive_All	EPCAM
E.Absorptive_All	TMIGD1
E.Absorptive_All	CELA3B
E.Absorptive_All	CA2
E.Absorptive_All	GDPD2
E.Absorptive_All	KRT12
E.Absorptive_All	CLDN7
E.Absorptive_All	PLA2G12B
E.Absorptive_All	SLC30A10
E.Absorptive_All	CTC-490G23.2
E.Absorptive_All	KRT14
E.Absorptive_All	CYP2C9
E.Absorptive_All	GLRA4
E.Absorptive_All	SLC51A
E.Absorptive_All	RP11-59E19.1
E.Absorptive_All	HSPB3
E.Absorptive_All	LINC00974
E.Absorptive_All	SLC51B
E.Absorptive_All	LGALS3
E.Absorptive_All	SLC26A2
E.Absorptive_All	CDKN2B
E.Absorptive_All	C19orf33
E.Absorptive_All	AQP7
E.Absorptive_All	C11orf86
E.Absorptive_All	TRPM6
E.Absorptive_All	MS4A12
E.Absorptive_All	SLC6A19
E.Absorptive_All	HSD3B2
E.Absorptive_All	MALL
E.Absorptive_All	ABTB2
E.Absorptive_All	RP11-542M13.2
E.Absorptive_All	CES2
E.Absorptive_All	KRT18
E.Absorptive_All	TMEM54
E.Absorptive_All	USP2
E.Absorptive_All	LINC00704
E.Absorptive_All	RP1-35C21.1
E.Absorptive_All	TUBAL3
E.Absorptive_All	FAM151A
E.Absorptive_All	CTD-2566J3.1
E.Absorptive_All	SULT1A2
E.Absorptive_All	KRT19
E.Absorptive_All	KNG1
E.Absorptive_All	SGK2
E.Absorptive_All	CLCN2
E.Absorptive_All	CEACAM3
E.Absorptive_All	GCNT3
E.Absorptive_All	FAM132A
E.Absorptive_All	SDCBP2
E.Absorptive_All	CEACAM7
E.Absorptive_All	HKDC1
E.Absorptive_All	CDKN2B-AS1
E.Absorptive_All	S100A6
E.Absorptive_All	TSPAN8
E.Absorptive_All	ALPI
E.Absorptive_All	PRSS3
E.Absorptive_All	COL17A1
E.Absorptive_All	PDZK1
E.Absorptive_All	SMIM22
E.Absorptive_All	MEP1A
E.Absorptive_All	SLC17A4
E.Absorptive_All	TST
E.Absorptive_All	CHP2
E.Absorptive_All	C10orf99
E.Absorptive_All	TSPAN1
E.Absorptive_All	TEX11
E.Absorptive_All	TM4SF20
E.Absorptive_All	RP11-125B21.2
E.Absorptive_All	PTPRR
E.Absorptive_All	XDH
E.Absorptive_All	CDA
E.Absorptive_All	C1QTNF1-AS1
E.Absorptive_All	ABCG2
E.Absorptive_All	SLC26A3
E.Absorptive_All	CLDN3
E.Absorptive_All	LHX4
E.Absorptive_All	HHLA2
E.Absorptive_All	KRT13
E.Absorptive_All	SLC1A7
E.Absorptive_All	HS3ST6
E.Absorptive_All	WSCD1
E.Absorptive_All	SLC15A1
E.Absorptive_All	GDA
E.Absorptive_All	SLC6A8
E.Absorptive_All	CEACAM1
E.Absorptive_All	KRTAP13-2
E.Absorptive_All	MISP
E.Absorptive_All	RP11-800A18.4
E.Absorptive_All	ANPEP
E.Absorptive_All	ELF3
E.Absorptive_All	PPP1R14D
E.Absorptive_All	BEST4
E.Absorptive_All	OTOP2
E.Absorptive_All	CTD-2228K2.5
E.Absorptive_All	TMEM45B
E.Absorptive_All	PKIB
E.Absorptive_All	BMP3
E.Absorptive_All	S100A14
E.Absorptive_All	C2orf88
E.Absorptive_All	LINC00035
E.Absorptive_All	CDHR5
E.Absorptive_All	CDH17
E.Absorptive_All	EDN2
E.Absorptive_All	ETHE1
E.Absorptive_All	RP11-48O20.4
E.Absorptive_All	AKR1B10
E.Absorptive_All	KRT20
E.Absorptive_All	GUCA2B
E.Absorptive_All	SELENBP1
E.Absorptive_All	AMN
E.Absorptive_All	LINC00483
E.Absorptive_All	CA4
E.Absorptive_All	DHRS11
E.Absorptive_All	SLC44A4
E.Absorptive_All	SFN
E.Absorptive_All	CLDN4
E.Absorptive_All	PRAP1
E.Absorptive_All	STAP2
E.Absorptive_All	PLAC8
E.Absorptive_All	CYSTM1
E.Absorptive_All	SLC22A18AS
E.Absorptive_All	MYH14
E.Absorptive_All	EFNA2
E.Absorptive_All	HMGCS2
E.Absorptive_All	GPA33
E.Absorptive_All	SULT1A1
E.Absorptive_All	GUCA2A
E.Absorptive_All	HRCT1
E.Absorptive_All	SRI
E.Absorptive_All	CKB
E.Absorptive_All	CA1
E.Absorptive_All	AKR1C3
E.Absorptive_All	GNA11
E.Absorptive_All	FAM3D
E.Absorptive_All	TMEM171
E.Absorptive_All	CIDEC
E.Absorptive_All	PRR15
E.Absorptive_All	SLC22A18
E.Absorptive_All	AOC1
E.Absorptive_All	RETSAT
E.Absorptive_All	FLNB
E.Absorptive_All	AQP8
E.Absorptive_All	AGPAT2
E.Absorptive_All	USP2-AS1
E.Absorptive_All	SERINC2
E.Absorptive_All	HSD11B2
E.Absorptive_All	PCK1
E.Absorptive_All	NDRG1
E.Absorptive_All	MUC13
E.Absorptive_All	LYPD8
E.Absorptive_All	ST14
E.Absorptive_All	SPINT2
E.Absorptive_All	IFI27
E.Absorptive_All	MVP
E.Absorptive_All	SLC14A2
E.Absorptive_All	LRRC19
E.Absorptive_All	RP11-30P6.6
E.Absorptive_All	HSD17B2
E.Absorptive_All	MT1G
E.Absorptive_All	CEACAM5
E.Absorptive_All	LL22NC03-32F9.1
E.Absorptive_All	CYP2B6
E.Absorptive_All	RP11-511I2.2
E.Absorptive_All	MT1E
E.Absorptive_All	TRIM40
E.Absorptive_All	HAS3
E.Absorptive_All	AC011298.2
E.Absorptive_All	MT1H
E.Epithelial	SMIM22
E.Epithelial	PITX2
E.Epithelial	EDN2
E.Epithelial	RP11-349K16.1
E.Epithelial	C1orf116
E.Epithelial	LGALS4
E.Epithelial	BEST2
E.Epithelial	CYP2B6
E.Epithelial	RP11-395P17.11
E.Epithelial	CTC-490G23.2
E.Epithelial	SLC17A4
E.Epithelial	CKMT1A
E.Epithelial	CAPN8
E.Epithelial	RP11-747D18.1
E.Epithelial	RBBP8NL
E.Epithelial	CKMT1B
E.Epithelial	FAM3D
E.Epithelial	NXPE2
E.Epithelial	RP11-680F8.1
E.Epithelial	CTD-2547H18.1
E.Epithelial	PLA2G10
E.Epithelial	STX19
E.Epithelial	TMEM82
E.Epithelial	C10orf99
E.Epithelial	CELA3A
E.Epithelial	TMEM72
E.Epithelial	SCGB2A1
E.Epithelial	B4GALNT2
E.Epithelial	AOC1
E.Epithelial	MIR194-2
E.Epithelial	SLC13A2
E.Epithelial	FAM83B
E.Epithelial	HSPB3
E.Epithelial	AP1M2
E.Epithelial	SHD
E.Epithelial	CTB-175P5.4
E.Epithelial	NAT2
E.Epithelial	PIGR
E.Epithelial	LINC00992
E.Epithelial	SLC3A1
E.Epithelial	KRT8
E.Epithelial	RP11-30P6.6
E.Epithelial	KRT18
E.Epithelial	CCL15
E.Epithelial	AC009014.3
E.Epithelial	AKR1B10
E.Epithelial	AC011298.2
E.Epithelial	HMGCS2
E.Epithelial	AC106876.2
E.Epithelial	GJB1
E.Epithelial	HHLA2
E.Epithelial	APOBEC1
E.Epithelial	ELF3
E.Epithelial	CDHR2
E.Epithelial	ESRP1
E.Epithelial	SLC39A5
E.Epithelial	C1orf210
E.Epithelial	FUT2
E.Epithelial	VIL1
E.Epithelial	RAP1GAP
E.Epithelial	PRR15L
E.Epithelial	SEMA4G
E.Epithelial	CLRN3
E.Epithelial	RP11-35P15.1
E.Epithelial	URAD
E.Epithelial	C3orf83
E.Epithelial	HSD11B2
E.Epithelial	ENTPD8
E.Epithelial	LGALS9B
E.Epithelial	NEU4
E.Epithelial	RP11-187E13.1
E.Epithelial	C15orf48
E.Epithelial	CLDN3
E.Epithelial	RP11-465B22.8
E.Epithelial	RP11-542M13.2
E.Epithelial	C19orf33
E.Epithelial	TMEM61
E.Epithelial	CBLC
E.Epithelial	CLDN7
E.Epithelial	KLK4
E.Epithelial	PPP1R14D
E.Epithelial	EPCAM
E.Epithelial	SMIM6
E.Epithelial	CWH43
E.Epithelial	CAPN9
E.Epithelial	FOXA3
E.Epithelial	RP11-297L17.2
E.Epithelial	RAB25
E.Epithelial	PRSS8
E.Epithelial	MUC1
E.Epithelial	RP11-395B7.2
E.Epithelial	LAMB3
E.Epithelial	B3GALT5
E.Epithelial	LINC00035
E.Epithelial	S100A14
E.Epithelial	CMTM4
E.Epithelial	LAD1
E.Epithelial	LINC00668
E.Epithelial	KLK15
E.Epithelial	REP15
E.Epithelial	VSIG2
E.Epithelial	PRAP1
E.Epithelial	MUC13
E.Epithelial	SLC44A4
E.Epithelial	CDHR5
E.Epithelial	CHP2
E.Epithelial	MYH14
E.Epithelial	PRSS3
E.Epithelial	TSPAN8
E.Epithelial	STAP2
E.Epithelial	CDX2
E.Epithelial	CLDN4
E.Epithelial	EPS8L3
E.Epithelial	SFN
E.Epithelial	SPINK1
E.Epithelial	SERINC2
E.Epithelial	AMN
E.Epithelial	FXYD3
E.Epithelial	TMEM54
E.Epithelial	CDX1
E.Epithelial	CA12
E.Epithelial	GPX2
E.Epithelial	PCK1
E.Epithelial	MISP
E.Epithelial	TSPAN1
E.Epithelial	PTPRF
E.Epithelial	TMEM45B
E.Epithelial	AGR2
E.Epithelial	FCGBP
E.Epithelial	KLF5
E.Epithelial	KRT19
E.Epithelial	CEACAM5
E.Epithelial	AKR1C3
E.Epithelial	ST14
E.Epithelial	MT1G
E.Epithelial	MGST1
E.Epithelial	LYPD8
E.Epithelial	MT1E
E.Epithelial	SDCBP2
E.Epithelial	TST
E.Epithelial	KRT20
E.Epithelial	CDH17
E.Epithelial	FABP1
E.Epithelial	SPINT1
E.Epithelial	GPA33
E.Epithelial	UGT2B17
E.Epithelial	DHRS11
E.Epithelial	CEACAM7
E.Epithelial	MS4A12
E.Epithelial	SLC26A2
E.Epithelial	CES2
E.Epithelial	CKB
E.Epithelial	CA2
E.Epithelial	GUCA2B
E.Epithelial	STARD10
E.Epithelial	PKIB
E.Epithelial	TCEA3
E.Epithelial	SLC26A3
E.Epithelial	SELENBP1
E.Epithelial	ANPEP
E.Epithelial	SPINT2
E.Epithelial	GUCA2A
E.Epithelial	CA1
E.Epithelial	AQP8
E.Epithelial	IFI27
E.Epithelial	LGALS3
E.Epithelial	TMEM141
E.Epithelial	CA4
E.Epithelial	TFF3
E.Epithelial	ETHE1
E.Epithelial	ZG16
E.Epithelial	CD9
E.Immature_Enterocytes	FABP1
E.Immature_Enterocytes	PHGR1
E.Immature_Enterocytes	LGALS4
E.Immature_Enterocytes	FXYD3
E.Immature_Enterocytes	KRT8
E.Immature_Enterocytes	CA2
E.Immature_Enterocytes	C15orf48
E.Immature_Enterocytes	CLDN7
E.Immature_Enterocytes	SLC26A3
E.Immature_Enterocytes	PIGR
E.Immature_Enterocytes	TSPAN1
E.Immature_Enterocytes	PDZK1
E.Immature_Enterocytes	LGALS3
E.Immature_Enterocytes	C19orf33
E.Immature_Enterocytes	SLC26A2
E.Immature_Enterocytes	KRT18
E.Immature_Enterocytes	KRT20
E.Immature_Enterocytes	MS4A12
E.Immature_Enterocytes	SLC51B
E.Immature_Enterocytes	S100A6
E.Immature_Enterocytes	KRT19
E.Immature_Enterocytes	TMEM54
E.Immature_Enterocytes	EPCAM
E.Immature_Enterocytes	CASP16
E.Immature_Enterocytes	MALL
E.Immature_Enterocytes	CES2
E.Immature_Enterocytes	SMIM22
E.Immature_Enterocytes	CDHR5
E.Immature_Enterocytes	CTD-2228K2.5
E.Immature_Enterocytes	FAM151A
E.Immature_Enterocytes	CA1
E.Immature_Enterocytes	CEACAM7
E.Immature_Enterocytes	PLAC8
E.Immature_Enterocytes	MISP
E.Immature_Enterocytes	SDCBP2
E.Immature_Enterocytes	GCNT3
E.Immature_Enterocytes	PRSS3
E.Immature_Enterocytes	DAO
E.Immature_Enterocytes	GUCA2A
E.Immature_Enterocytes	CDKN2B-AS1
E.Immature_Enterocytes	IFI27
E.Immature_Enterocytes	PRAP1
E.Immature_Enterocytes	SYT8
E.Immature_Enterocytes	TST
E.Immature_Enterocytes	AQP8
E.Immature_Enterocytes	CEACAM1
E.Immature_Enterocytes	PKIB
E.Immature_Enterocytes	CHP2
E.Immature_Enterocytes	COL17A1
E.Immature_Enterocytes	HSD3B2
E.Immature_Enterocytes	SRI
E.Immature_Enterocytes	RP11-48O20.4
E.Immature_Enterocytes	AMN
E.Immature_Enterocytes	SELENBP1
E.Immature_Enterocytes	ANPEP
E.Immature_Enterocytes	CLDN3
E.Immature_Enterocytes	ETHE1
E.Immature_Enterocytes	DHDH
E.Immature_Enterocytes	CKB
E.Immature_Enterocytes	SULT1A2
E.Immature_Enterocytes	CA4
E.Immature_Enterocytes	ELF3
E.Immature_Enterocytes	C2orf88
E.Immature_Enterocytes	FLNB
E.Immature_Enterocytes	SLC44A4
E.Immature_Enterocytes	SFN
E.Immature_Enterocytes	SLC51A
E.Immature_Enterocytes	FSIP2
E.Immature_Enterocytes	FAM132A
E.Immature_Enterocytes	HSD11B2
E.Immature_Enterocytes	LINC00974
E.Immature_Enterocytes	AKR1B10
E.Immature_Enterocytes	RP5-1013A22.5
E.Immature_Enterocytes	GDPD2
E.Immature_Enterocytes	CLDN4
E.Immature_Enterocytes	AOC1
E.Immature_Enterocytes	TUBAL3
E.Immature_Enterocytes	CYSTM1
E.Immature_Enterocytes	CEACAM5
E.Immature_Enterocytes	PPP1R14D
